date,product_id,warehouse_id,supplier_id,units_ordered,reason,metadata
2023-08-18,LAP-045,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-08-19,TAB-010,WH-WEST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 68, 'inventory': 68}"
2023-08-22,TAB-014,WH-WEST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 72}"
2023-08-22,DOC-049,WH-CENTRAL,SUP-B,336,reorder_point_triggered,"{'reorder_point': 70, 'inventory': 70}"
2023-08-25,TAB-011,WH-CENTRAL,SUP-B,300,reorder_point_triggered,"{'reorder_point': 87, 'inventory': 87}"
2023-08-28,LAP-007,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 18, 'inventory': 17}"
2023-08-29,TAB-010,WH-CENTRAL,SUP-B,300,reorder_point_triggered,"{'reorder_point': 68, 'inventory': 66}"
2023-08-29,LAP-044,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-08-29,LAP-045,WH-CENTRAL,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-08-30,LAP-005,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 12, 'inventory': 10}"
2023-08-30,TAB-012,WH-CENTRAL,SUP-B,300,reorder_point_triggered,"{'reorder_point': 54, 'inventory': 49}"
2023-08-30,LAP-043,WH-CENTRAL,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-08-31,LAP-006,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-08-31,LAP-008,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 10, 'inventory': 10}"
2023-08-31,TAB-013,WH-CENTRAL,SUP-A,300,reorder_point_triggered,"{'reorder_point': 82, 'inventory': 80}"
2023-08-31,MON-016,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 93, 'inventory': 91}"
2023-08-31,LAP-043,WH-WEST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 6}"
2023-09-01,TAB-009,WH-CENTRAL,SUP-A,300,reorder_point_triggered,"{'reorder_point': 47, 'inventory': 39}"
2023-09-02,LAP-003,WH-WEST,SUP-B,72,reorder_point_triggered,"{'reorder_point': 11, 'inventory': 11}"
2023-09-02,MON-017,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 101, 'inventory': 101}"
2023-09-04,LAP-005,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 12, 'inventory': 11}"
2023-09-04,TAB-014,WH-CENTRAL,SUP-A,300,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 76}"
2023-09-05,LAP-004,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 13, 'inventory': 12}"
2023-09-06,LAP-001,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-09-06,LAP-002,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-09-06,LAP-008,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 10, 'inventory': 9}"
2023-09-06,LAP-045,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 6}"
2023-09-06,LAP-046,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-09-08,MON-020,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 78}"
2023-09-08,LAP-046,WH-CENTRAL,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-09-08,DOC-047,WH-CENTRAL,SUP-C,336,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 64}"
2023-09-08,DOC-048,WH-CENTRAL,SUP-B,336,reorder_point_triggered,"{'reorder_point': 62, 'inventory': 59}"
2023-09-10,MON-018,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 72, 'inventory': 72}"
2023-09-11,LAP-001,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-09-11,LAP-002,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-09-11,MON-015,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 63}"
2023-09-11,MON-019,WH-CENTRAL,SUP-B,504,reorder_point_triggered,"{'reorder_point': 60, 'inventory': 60}"
2023-09-12,LAP-043,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-09-12,LAP-044,WH-CENTRAL,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 5}"
2023-09-12,LAP-046,WH-WEST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-09-13,LAP-004,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 13, 'inventory': 13}"
2023-09-13,USB-038,WH-WEST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 373, 'inventory': 362}"
2023-09-13,DOC-050,WH-CENTRAL,SUP-B,336,reorder_point_triggered,"{'reorder_point': 69, 'inventory': 68}"
2023-09-14,LAP-002,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-09-15,LAP-003,WH-EAST,SUP-B,72,reorder_point_triggered,"{'reorder_point': 11, 'inventory': 11}"
2023-09-15,USB-041,WH-WEST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 369, 'inventory': 367}"
2023-09-16,TAB-011,WH-EAST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 87, 'inventory': 87}"
2023-09-17,LAP-003,WH-CENTRAL,SUP-B,72,reorder_point_triggered,"{'reorder_point': 11, 'inventory': 11}"
2023-09-18,TAB-013,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 82, 'inventory': 76}"
2023-09-18,LAP-045,WH-WEST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-09-19,LAP-006,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-09-19,LAP-044,WH-WEST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 5}"
2023-09-20,USB-040,WH-WEST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 304, 'inventory': 297}"
2023-09-21,LAP-001,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-09-22,TAB-014,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 79}"
2023-09-26,USB-037,WH-WEST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 302, 'inventory': 296}"
2023-09-27,USB-039,WH-WEST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 246, 'inventory': 245}"
2023-09-29,TAB-010,WH-EAST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 68, 'inventory': 66}"
2023-10-01,KEY-028,WH-EAST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 149, 'inventory': 149}"
2023-10-02,LAP-045,WH-CENTRAL,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-10-03,KEY-023,WH-EAST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 145, 'inventory': 134}"
2023-10-03,MIC-029,WH-EAST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 265, 'inventory': 252}"
2023-10-03,MIC-033,WH-EAST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 185, 'inventory': 184}"
2023-10-03,MIC-034,WH-EAST,SUP-C,1620,reorder_point_triggered,"{'reorder_point': 248, 'inventory': 237}"
2023-10-03,USB-042,WH-WEST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 227, 'inventory': 212}"
2023-10-04,MIC-036,WH-EAST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 159, 'inventory': 149}"
2023-10-04,LAP-043,WH-CENTRAL,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-10-04,LAP-046,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-10-05,KEY-021,WH-EAST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 116, 'inventory': 110}"
2023-10-05,KEY-025,WH-EAST,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 203, 'inventory': 198}"
2023-10-06,LAP-007,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 18, 'inventory': 18}"
2023-10-07,TAB-012,WH-EAST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 54, 'inventory': 53}"
2023-10-08,KEY-027,WH-EAST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 159, 'inventory': 154}"
2023-10-08,MIC-031,WH-EAST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 258, 'inventory': 256}"
2023-10-09,TAB-009,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 47, 'inventory': 44}"
2023-10-09,KEY-024,WH-EAST,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 211, 'inventory': 210}"
2023-10-11,LAP-044,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-10-11,LAP-045,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-10-12,LAP-005,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 12, 'inventory': 12}"
2023-10-12,LAP-006,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-10-12,KEY-026,WH-EAST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 161, 'inventory': 156}"
2023-10-16,MIC-030,WH-EAST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 140, 'inventory': 136}"
2023-10-16,MIC-035,WH-EAST,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 226, 'inventory': 220}"
2023-10-17,LAP-008,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 10, 'inventory': 10}"
2023-10-17,KEY-022,WH-EAST,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 141, 'inventory': 131}"
2023-10-19,LAP-004,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 13, 'inventory': 13}"
2023-10-19,TAB-011,WH-WEST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 87, 'inventory': 85}"
2023-10-19,MIC-032,WH-EAST,SUP-C,1620,reorder_point_triggered,"{'reorder_point': 168, 'inventory': 161}"
2023-10-20,TAB-011,WH-CENTRAL,SUP-B,300,reorder_point_triggered,"{'reorder_point': 87, 'inventory': 85}"
2023-10-23,LAP-044,WH-CENTRAL,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-10-25,LAP-043,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-10-26,LAP-007,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 18, 'inventory': 17}"
2023-10-27,TAB-010,WH-CENTRAL,SUP-B,300,reorder_point_triggered,"{'reorder_point': 68, 'inventory': 68}"
2023-10-30,TAB-012,WH-CENTRAL,SUP-B,300,reorder_point_triggered,"{'reorder_point': 54, 'inventory': 53}"
2023-10-30,TAB-013,WH-CENTRAL,SUP-A,300,reorder_point_triggered,"{'reorder_point': 82, 'inventory': 80}"
2023-10-30,KEY-025,WH-CENTRAL,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 203, 'inventory': 201}"
2023-11-01,LAP-043,WH-WEST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-11-01,LAP-046,WH-WEST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-11-02,TAB-009,WH-WEST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 47, 'inventory': 46}"
2023-11-02,MIC-029,WH-CENTRAL,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 265, 'inventory': 253}"
2023-11-03,TAB-014,WH-CENTRAL,SUP-A,300,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 79}"
2023-11-03,MON-017,WH-WEST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 101, 'inventory': 96}"
2023-11-03,MIC-031,WH-CENTRAL,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 258, 'inventory': 257}"
2023-11-03,DOC-048,WH-EAST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 62, 'inventory': 60}"
2023-11-04,KEY-021,WH-CENTRAL,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 116, 'inventory': 115}"
2023-11-04,LAP-046,WH-CENTRAL,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-11-05,TAB-013,WH-WEST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 82, 'inventory': 81}"
2023-11-05,KEY-024,WH-CENTRAL,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 211, 'inventory': 208}"
2023-11-06,TAB-010,WH-WEST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 68, 'inventory': 68}"
2023-11-06,TAB-012,WH-WEST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 54, 'inventory': 51}"
2023-11-06,MON-019,WH-WEST,SUP-B,504,reorder_point_triggered,"{'reorder_point': 60, 'inventory': 59}"
2023-11-07,MIC-033,WH-CENTRAL,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 185, 'inventory': 179}"
2023-11-07,MIC-034,WH-CENTRAL,SUP-C,1620,reorder_point_triggered,"{'reorder_point': 248, 'inventory': 233}"
2023-11-07,MIC-035,WH-CENTRAL,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 226, 'inventory': 218}"
2023-11-08,MIC-032,WH-CENTRAL,SUP-C,1620,reorder_point_triggered,"{'reorder_point': 168, 'inventory': 159}"
2023-11-08,LAP-044,WH-WEST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-11-08,DOC-047,WH-EAST,SUP-C,336,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 65}"
2023-11-08,DOC-049,WH-EAST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 70, 'inventory': 70}"
2023-11-09,LAP-005,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 12, 'inventory': 12}"
2023-11-09,KEY-023,WH-CENTRAL,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 145, 'inventory': 137}"
2023-11-09,DOC-050,WH-WEST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 69, 'inventory': 67}"
2023-11-10,LAP-006,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 11}"
2023-11-10,KEY-026,WH-CENTRAL,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 161, 'inventory': 159}"
2023-11-11,DOC-047,WH-WEST,SUP-C,336,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 64}"
2023-11-13,LAP-008,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 10, 'inventory': 9}"
2023-11-13,KEY-027,WH-CENTRAL,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 159, 'inventory': 152}"
2023-11-13,KEY-028,WH-CENTRAL,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 149, 'inventory': 146}"
2023-11-14,TAB-014,WH-WEST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 78}"
2023-11-14,MON-018,WH-WEST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 72, 'inventory': 69}"
2023-11-14,KEY-022,WH-CENTRAL,SUP-C,1350,reorder_point_triggered,"{'reorder_point': 141, 'inventory': 139}"
2023-11-15,TAB-011,WH-EAST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 87, 'inventory': 85}"
2023-11-15,MON-016,WH-EAST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 93, 'inventory': 88}"
2023-11-15,LAP-044,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 5}"
2023-11-16,MON-016,WH-WEST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 93, 'inventory': 93}"
2023-11-16,MON-017,WH-EAST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 101, 'inventory': 101}"
2023-11-16,MIC-036,WH-CENTRAL,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 159, 'inventory': 142}"
2023-11-16,LAP-045,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-11-16,DOC-050,WH-EAST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 69, 'inventory': 66}"
2023-11-17,TAB-009,WH-CENTRAL,SUP-A,300,reorder_point_triggered,"{'reorder_point': 47, 'inventory': 39}"
2023-11-17,TAB-013,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 82, 'inventory': 81}"
2023-11-17,MON-015,WH-EAST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 62}"
2023-11-17,MON-018,WH-EAST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 72, 'inventory': 64}"
2023-11-17,MON-019,WH-EAST,SUP-B,504,reorder_point_triggered,"{'reorder_point': 60, 'inventory': 53}"
2023-11-18,MON-015,WH-WEST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 65}"
2023-11-19,LAP-003,WH-EAST,SUP-B,72,reorder_point_triggered,"{'reorder_point': 11, 'inventory': 11}"
2023-11-19,DOC-048,WH-WEST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 62, 'inventory': 62}"
2023-11-21,LAP-045,WH-CENTRAL,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-11-21,DOC-049,WH-WEST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 70, 'inventory': 67}"
2023-11-22,MON-020,WH-EAST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 78}"
2023-11-22,MIC-030,WH-CENTRAL,SUP-B,1620,reorder_point_triggered,"{'reorder_point': 140, 'inventory': 126}"
2023-11-22,LAP-046,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-11-24,TAB-014,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 81}"
2023-11-24,MON-020,WH-WEST,SUP-A,504,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 70}"
2023-11-24,LAP-043,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-11-25,LAP-002,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-11-27,LAP-002,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 10}"
2023-11-27,LAP-004,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 13, 'inventory': 12}"
2023-11-27,LAP-043,WH-CENTRAL,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 6}"
2023-11-28,LAP-001,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 10}"
2023-11-28,LAP-001,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-11-28,TAB-009,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 47, 'inventory': 41}"
2023-11-28,TAB-010,WH-EAST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 68, 'inventory': 53}"
2023-11-28,TAB-012,WH-EAST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 54, 'inventory': 41}"
2023-11-28,LAP-045,WH-WEST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-11-29,LAP-003,WH-WEST,SUP-B,72,reorder_point_triggered,"{'reorder_point': 11, 'inventory': 9}"
2023-11-29,LAP-005,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 12, 'inventory': 12}"
2023-11-29,LAP-046,WH-CENTRAL,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-11-30,MON-016,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 93, 'inventory': 92}"
2023-12-01,MON-017,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 101, 'inventory': 98}"
2023-12-01,MON-020,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 79}"
2023-12-03,LAP-003,WH-CENTRAL,SUP-B,72,reorder_point_triggered,"{'reorder_point': 11, 'inventory': 11}"
2023-12-04,LAP-044,WH-CENTRAL,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-12-05,LAP-046,WH-WEST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-12-06,DOC-048,WH-CENTRAL,SUP-B,336,reorder_point_triggered,"{'reorder_point': 62, 'inventory': 61}"
2023-12-07,LAP-007,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 18, 'inventory': 17}"
2023-12-07,LAP-007,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 18, 'inventory': 18}"
2023-12-07,LAP-008,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 10, 'inventory': 9}"
2023-12-08,MON-015,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 61}"
2023-12-11,USB-038,WH-EAST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 373, 'inventory': 366}"
2023-12-11,DOC-050,WH-CENTRAL,SUP-B,336,reorder_point_triggered,"{'reorder_point': 69, 'inventory': 68}"
2023-12-12,LAP-044,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-12-12,DOC-047,WH-CENTRAL,SUP-C,336,reorder_point_triggered,"{'reorder_point': 65, 'inventory': 62}"
2023-12-13,TAB-011,WH-CENTRAL,SUP-B,300,reorder_point_triggered,"{'reorder_point': 87, 'inventory': 86}"
2023-12-13,MON-018,WH-CENTRAL,SUP-A,504,reorder_point_triggered,"{'reorder_point': 72, 'inventory': 68}"
2023-12-13,LAP-043,WH-WEST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-12-13,DOC-049,WH-CENTRAL,SUP-B,336,reorder_point_triggered,"{'reorder_point': 70, 'inventory': 67}"
2023-12-15,LAP-004,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 13, 'inventory': 11}"
2023-12-16,MON-019,WH-CENTRAL,SUP-B,504,reorder_point_triggered,"{'reorder_point': 60, 'inventory': 59}"
2023-12-17,LAP-046,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2023-12-18,LAP-005,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 12, 'inventory': 12}"
2023-12-19,LAP-004,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 13, 'inventory': 11}"
2023-12-20,USB-037,WH-EAST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 302, 'inventory': 281}"
2023-12-21,USB-040,WH-EAST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 304, 'inventory': 267}"
2023-12-21,LAP-045,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-12-22,LAP-002,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 13}"
2023-12-22,TAB-013,WH-CENTRAL,SUP-A,300,reorder_point_triggered,"{'reorder_point': 82, 'inventory': 78}"
2023-12-22,USB-041,WH-EAST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 369, 'inventory': 361}"
2023-12-24,TAB-010,WH-CENTRAL,SUP-B,300,reorder_point_triggered,"{'reorder_point': 68, 'inventory': 68}"
2023-12-24,TAB-014,WH-CENTRAL,SUP-A,300,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 77}"
2023-12-25,LAP-045,WH-CENTRAL,SUP-B,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2023-12-28,LAP-001,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2023-12-29,LAP-007,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 18, 'inventory': 18}"
2024-01-09,USB-042,WH-EAST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 227, 'inventory': 201}"
2024-01-10,LAP-006,WH-WEST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2024-01-12,LAP-006,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2024-01-12,USB-039,WH-EAST,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 246, 'inventory': 235}"
2024-01-15,TAB-011,WH-EAST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 87, 'inventory': 84}"
2024-01-17,TAB-013,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 82, 'inventory': 80}"
2024-01-18,LAP-008,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 10, 'inventory': 10}"
2024-01-18,TAB-012,WH-CENTRAL,SUP-B,300,reorder_point_triggered,"{'reorder_point': 54, 'inventory': 53}"
2024-01-18,LAP-043,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 7, 'inventory': 7}"
2024-01-18,LAP-046,WH-EAST,SUP-B,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2024-01-21,TAB-011,WH-WEST,SUP-B,300,reorder_point_triggered,"{'reorder_point': 87, 'inventory': 87}"
2024-01-24,LAP-006,WH-EAST,SUP-A,72,reorder_point_triggered,"{'reorder_point': 14, 'inventory': 14}"
2024-01-24,USB-038,WH-CENTRAL,SUP-C,3600,reorder_point_triggered,"{'reorder_point': 373, 'inventory': 352}"
2024-01-24,DOC-048,WH-EAST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 62, 'inventory': 62}"
2024-01-26,LAP-044,WH-EAST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2024-01-29,LAP-008,WH-CENTRAL,SUP-A,72,reorder_point_triggered,"{'reorder_point': 10, 'inventory': 10}"
2024-02-01,LAP-044,WH-WEST,SUP-A,18,reorder_point_triggered,"{'reorder_point': 6, 'inventory': 6}"
2024-02-07,TAB-013,WH-WEST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 82, 'inventory': 79}"
2024-02-08,TAB-014,WH-EAST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 81, 'inventory': 78}"
2024-02-08,DOC-049,WH-EAST,SUP-B,336,reorder_point_triggered,"{'reorder_point': 70, 'inventory': 67}"
2024-02-09,TAB-009,WH-WEST,SUP-A,300,reorder_point_triggered,"{'reorder_point': 47, 'inventory': 43}"
2024-02-09,KEY-027,WH-WEST,SUP-B,1350,reorder_point_triggered,"{'reorder_point': 159, 'inventory': 155}"
